SleeperId,Overall Rank,Name,Position,Team,Bye,Position Rank,Tier,OverallTier
10222,126,Jayden Reed,WR,GB,,54,11,11
12474,127,Woody Marks,RB,HOU,,39,8,11
6806,128,J.K. Dobbins,RB,DEN,,40,8,11
12498,129,Mason Taylor,TE,NYJ,,17,4,11
11646,130,Jalen Coker,WR,CAR,,55,11,11
9500,131,Josh Downs,WR,IND,,56,12,11
7567,132,Kenneth Gainwell,RB,TB,,41,9,11
4037,133,Chris Godwin,WR,TB,,57,12,12
12533,134,Jacory Croskey-Merritt,RB,WAS,,42,9,12
7002,135,Juwan Johnson,TE,NO,,18,4,12
11583,136,Jonathon Brooks,RB,CAR,,43,9,12
11603,137,AJ Barner,TE,SEA,,19,4,12
8134,138,Khalil Shakir,WR,BUF,,58,12,12
11589,139,Trey Benson,RB,ARI,,44,9,12
11618,140,Jalen McMillan,WR,TB,,59,12,12
13337,141,Emmett Johnson,RB,,,45,9,12
5012,142,Mark Andrews,TE,BAL,,20,4,12
13268,143,Elijah Sarratt,WR,,,60,12,12
6803,144,Brandon Aiyuk,WR,SF,,61,13,12
7049,145,Jauan Jennings,WR,,,62,13,13
5022,146,Dallas Goedert,TE,PHI,,21,5,13
5967,147,Tony Pollard,RB,TEN,,46,10,13
5844,148,T.J. Hockenson,TE,MIN,,22,5,13
8408,149,Jordan Mason,RB,MIN,,47,10,13
13320,150,Zachariah Branch,WR,,,63,13,13
12487,151,Terrance Ferguson,TE,LAR,,23,5,13
11559,152,Michael Penix,QB,ATL,,19,4,13
12509,153,Tre' Harris,WR,LAC,,64,13,13
12502,154,Gunnar Helm,TE,TEN,,24,5,13
6804,155,Jordan Love,QB,GB,,20,4,13
3163,156,Jared Goff,QB,DET,,21,5,13
1466,157,Travis Kelce,TE,KC,,25,5,14
11655,158,Tyrone Tracy,RB,NYG,,48,10,14
8676,159,Rashid Shaheed,WR,SEA,,65,13,14
8136,160,Rachaad White,RB,WAS,,49,10,14
5870,161,Daniel Jones,QB,IND,,22,5,14
12492,162,Pat Bryant,WR,DEN,,66,14,14
11627,163,Troy Franklin,WR,DEN,,67,14,14
11576,164,Braelon Allen,RB,NYJ,,50,10,14
11597,165,Theo Johnson,TE,NYG,,26,6,14
5001,166,Dalton Schultz,TE,HOU,,27,6,14
3214,167,Hunter Henry,TE,NE,,28,6,14
9504,168,Kayshon Boutte,WR,NE,,68,14,14
8210,169,Chig Okonkwo,TE,WAS,,29,6,15
9508,170,Tyjae Spears,RB,TEN,,51,11,15
13353,171,Chris Brazzell,WR,,,69,14,15
12469,172,Dylan Sampson,RB,CLE,,52,11,15
12540,173,Chimere Dike,WR,TEN,,70,14,15
4033,174,David Njoku,TE,,,30,6,15
4943,175,Sam Darnold,QB,SEA,,23,5,15
13311,176,Chris Bell,WR,,,71,15,15
6783,177,Jerry Jeudy,WR,CLE,,72,15,15
12504,178,Kaleb Johnson,RB,PIT,,53,11,15
12535,179,Isaac TeSlaa,WR,DET,,73,15,15
9225,180,Tank Bigsby,RB,PHI,,54,11,15
13405,181,Kaytron Allen,RB,,,55,11,16
13285,182,Malachi Fields,WR,,,74,15,16
12499,183,Elic Ayomanor,WR,TEN,,75,15,16
8205,184,Isiah Pacheco,RB,DET,,56,12,16
5872,185,Deebo Samuel,WR,,,76,16,16
3321,186,Tyreek Hill,WR,,,77,16,16
11625,187,Adonai Mitchell,WR,NYJ,,78,16,16
11647,188,Kimani Vidal,RB,LAC,,57,12,16
4199,189,Aaron Jones,RB,MIN,,58,12,16
2449,190,Stefon Diggs,WR,,,79,16,16
8698,191,Jake Tonges,TE,SF,,31,7,16
12536,192,Jaylin Noel,WR,HOU,,80,16,16
4137,193,James Conner,RB,ARI,,59,12,17
7600,194,Pat Freiermuth,TE,PIT,,32,7,17
9228,195,Bryce Young,QB,CAR,,24,5,17
13293,196,Ja'Kobi Lane,WR,,,81,17,17
11435,197,Emanuel Wilson,RB,SEA,,60,12,17
8111,198,Cade Otton,TE,TB,,33,7,17
9502,199,Tank Dell,WR,HOU,,82,17,17
9511,200,Keaton Mitchell,RB,LAC,,61,13,17
12547,201,Kyle Williams,WR,NE,,83,17,17
8154,202,Brian Robinson,RB,ATL,,62,13,17
4035,203,Alvin Kamara,RB,NO,,63,13,17
7203,204,Antonio Williams,RB,,,64,13,17
13301,205,Antonio Williams,WR,,,84,17,18
13404,206,Garrett Nussmeier,QB,,,25,5,18
12476,207,Devin Neal,RB,NO,,65,13,18
11637,208,Keon Coleman,WR,BUF,,85,17,18
12521,209,Elijah Arroyo,TE,SEA,,34,7,18
10219,210,Chris Rodriguez,RB,JAX,,66,14,18
13274,211,Germie Bernard,WR,,,86,18,18
12495,212,Ollie Gordon,RB,MIA,,67,14,18
9506,213,Sean Tucker,RB,TB,,68,14,18
8180,214,Jalen Nailor,WR,LV,,87,18,18
13402,215,Skyler Bell,WR,,,88,18,18
12510,216,Jalen Milroe,QB,SEA,,26,6,18
12483,217,Jack Bech,WR,LV,,89,18,19
9482,218,Michael Mayer,TE,LV,,35,7,19
12457,219,Jaydon Blue,RB,DAL,,69,14,19
13278,220,Max Klare,TE,,,36,8,19
11643,221,Jaylen Wright,RB,MIA,,70,14,19
96,222,Aaron Rodgers,QB,,,27,6,19
11575,223,Ray Davis,RB,BUF,,71,15,19
12497,224,Tory Horton,WR,SEA,,90,18,19
6865,225,Colby Parkinson,TE,LAR,,37,8,19
10213,226,Tre Tucker,WR,LV,,91,19,19
13347,227,Demond Claiborne,RB,,,72,15,19
11610,228,Malik Washington,WR,MIA,,92,19,19
7090,229,Darnell Mooney,WR,NYG,,93,19,20
13401,230,Michael Trigg,TE,,,38,8,20
12455,231,Brashard Smith,RB,KC,,73,15,20
12471,232,DJ Giddens,RB,IND,,74,15,20
5849,233,Kyler Murray,QB,MIN,,28,6,20
13338,234,Kevin Coleman,WR,,,94,19,20
12503,235,Isaiah Bond,WR,CLE,,95,19,20
12467,236,Jordan James,RB,SF,,75,15,20
13300,237,Le'Veon Moss,RB,,,76,16,20
12522,238,Cam Ward,QB,TEN,,29,6,20
12485,239,Tez Johnson,WR,TB,,96,20,20
4066,240,Evan Engram,TE,DEN,,39,8,20
7528,241,Najee Harris,RB,,,77,16,21
11565,242,J.J. McCarthy,QB,MIN,,30,6,21
1166,243,Kirk Cousins,QB,,,31,7,21
11834,244,Devaughn Vele,WR,NO,,97,20,21
12511,245,Will Howard,QB,PIT,,32,7,21
11600,246,Ja'Tavion Sanders,TE,CAR,,40,8,21
13403,247,Jam Miller,RB,,,78,16,21
11626,248,Xavier Legette,WR,CAR,,98,20,21
11783,249,Ryan Flournoy,WR,DAL,,99,20,21
9494,250,Marvin Mims,WR,DEN,,100,20,21
12545,251,Tyler Shough,QB,NO,,33,7,21
12544,252,LeQuint Allen,RB,JAX,,79,16,21
4981,253,Calvin Ridley,WR,TEN,,101,21,22
11596,254,Ben Sinnott,TE,WAS,,41,9,22
13348,255,J'Mari Taylor,RB,,,80,16,22
4950,256,Christian Kirk,WR,SF,,102,21,22
13317,257,Ted Hurst,WR,,,103,21,22
4018,258,Joe Mixon,RB,,,81,17,22
9486,259,Dontayvion Wicks,WR,GB,,104,21,22
5848,260,Marquise Brown,WR,PHI,,105,21,22
11571,261,Isaiah Davis,RB,NYJ,,82,17,22
7571,262,Rashod Bateman,WR,BAL,,106,22,22
12541,263,Dont'e Thornton,WR,LV,,107,22,22
12500,264,Quinn Ewers,QB,MIA,,34,7,22
13303,265,Cade Klubnik,QB,,,35,7,23
6826,266,Cole Kmet,TE,CHI,,42,9,23
9757,267,Kendre Miller,RB,NO,,83,17,23
4017,268,Deshaun Watson,QB,CLE,,36,8,23
4993,269,Mike Gesicki,TE,CIN,,43,9,23
7828,270,Noah Gray,TE,KC,,44,9,23
10444,271,Cedric Tillman,WR,CLE,,108,22,23
13333,272,Deion Burks,WR,,,109,22,23
8188,273,Tyquan Thornton,WR,KC,,110,22,23
12524,274,Shedeur Sanders,QB,CLE,,37,8,23
8119,275,Jahan Dotson,WR,ATL,,111,23,23
12505,276,Jalen Royals,WR,KC,,112,23,23
12531,277,Trevor Etienne,RB,CAR,,84,17,24
9479,278,Darnell Washington,TE,PIT,,45,9,24
4039,279,Cooper Kupp,WR,SEA,,113,23,24
13282,280,Jack Endries,TE,,,46,10,24
1479,281,Keenan Allen,WR,,,114,23,24
9501,282,DeMario Douglas,WR,NE,,115,23,24
2307,283,Marcus Mariota,QB,WAS,,38,8,24
12470,284,Riley Leonard,QB,IND,,39,8,24
421,285,Matthew Stafford,QB,LAR,,40,8,24
9229,286,Anthony Richardson,QB,IND,,41,9,24
2306,287,Jameis Winston,QB,NYG,,42,9,24
11557,288,Joe Milton,QB,DAL,,43,9,24
11256,289,Tyson Bagent,QB,CHI,,44,9,25
6768,290,Tua Tagovailoa,QB,ATL,,45,9,25
13272,291,Carson Beck,QB,,,46,10,25
1373,292,Geno Smith,QB,NYJ,,47,10,25
8161,293,Malik Willis,QB,MIA,,48,10,25
7591,294,Justin Fields,QB,KC,,49,10,25
3257,295,Jacoby Brissett,QB,ARI,,50,10,25
7527,296,Mac Jones,QB,SF,,51,11,25
982,297,Bruce Miller,FB,,,1,1,25
9759,298,C.J. Johnson,WR,,,116,24,25
973,299,Anthony Sherman,RB,,,85,17,25
9507,300,Titus Swen,RB,,,86,18,25
963,301,Luke Stocker,TE,,,47,10,26
9510,302,Lew Nichols,RB,PIT,,87,18,26
9503,303,Jacob Copeland,WR,,,117,24,26
9498,304,Jadon Haselwood,WR,,,118,24,26
9499,305,Bryce Ford-Wheaton,WR,,,119,24,26
9495,306,Rakim Jarrett,WR,,,120,24,26
9496,307,Sam James,WR,,,121,25,26
8172,308,Greg Dulcich,TE,MIA,,48,10,26
8931,309,Josh Ali,WR,,,122,25,26
902,310,Dwayne Harris,WR,,,123,25,26
9483,311,Zack Kuntz,TE,MIA,,49,10,26
9491,312,Ty Scott,WR,,,124,25,26
886,313,Taiwan Jones,RB,,,88,18,27
8820,314,Troy Hairston,RB,,,89,18,27
8924,315,Thomas Odukoya,TE,,,50,10,27
8934,316,Clint Ratkovich,FB,,,2,1,27
9489,317,Justin Shorter,WR,LV,,125,25,27
9223,318,Tiyon Evans,RB,,,90,18,27
12658,319,Jackson Hawes,TE,BUF,,51,11,27
8890,320,Naz Bohannon,TE,,,52,11,27
8783,321,Kendric Pryor,WR,CIN,,126,26,27
8908,322,Brandon Lewis,WR,,,127,26,27
8825,323,Kekoa Crawford,WR,,,128,26,27
8888,324,Kameron Brown,WR,,,129,26,27
8891,325,Ryan McDaniel,WR,,,130,26,28
8858,326,Keshunn Abram,WR,,,131,27,28
8755,327,Kaden Davis,WR,,,132,27,28
8928,328,Daylen Baldwin,WR,,,133,27,28
8876,329,Kevin Kassis,WR,,,134,27,28
8921,330,Maurice Alexander,WR,CHI,,135,27,28
8240,331,BJ Baylor,RB,,,91,19,28
8878,332,Jared Scott,TE,,,53,11,28
8747,333,Roger Carter,TE,,,54,11,28
8732,334,Raleigh Webb,WR,,,136,28,28
8801,335,Dennis Houston,WR,TB,,137,28,28
8656,336,Tyshaun James,WR,,,138,28,28
8905,337,Travis Koontz,TE,,,55,11,29
8813,338,Anthony Turner,WR,,,139,28,29
8633,339,Stephon Robinson,WR,,,140,28,29
8721,340,De'Montre Tuggle,RB,,,92,19,29
8663,341,Jared Bernhardt,WR,,,141,29,29
8769,342,Josh Bist,TE,,,56,12,29
8700,343,Savon Scarver,WR,,,142,29,29
8699,344,Cyrus Holder,WR,,,143,29,29
8246,345,Bryant Koback,RB,,,93,19,29
8568,346,John Lovett,RB,,,94,19,29
8690,347,Jake Herslow,WR,,,144,29,29
8778,348,Justin Rigg,TE,,,57,12,29
8194,349,Jashaun Corbin,RB,,,95,19,30
8613,350,Taysir Mack,WR,,,145,29,30
8697,351,Kevin Shaa,WR,,,146,30,30
8628,352,Jontre Kirklin,WR,,,147,30,30
8184,353,D'Vonte Price,RB,,,96,20,30
8423,354,Brittain Brown,RB,CHI,,97,20,30
8223,355,Velus Jones,WR,SEA,,148,30,30
8757,356,Rodney Williams,TE,,,58,12,30
8549,357,Trevon Clark,WR,,,149,30,30
8751,358,Dylan Parham,TE,,,59,12,30
8571,359,Ra'Shaun Henry,WR,,,150,30,30
8638,360,Grayson Gunter,TE,,,60,12,30
8581,361,Trevon Bradford,WR,,,151,31,31
829,362,Andy Dalton,QB,PHI,,52,11,31
8195,363,Ronnie Rivers,RB,LAR,,98,20,31
8543,364,Drew Estrada,WR,,,152,31,31
8621,365,Garrett Walston,TE,,,61,13,31
868,366,Virgil Green,TE,,,62,13,31
8559,367,Josh Babicz,TE,,,63,13,31
8442,368,Jarrett Guarantano,QB,,,53,11,31
8583,369,Stone Smartt,TE,PHI,,64,13,31
8500,370,John FitzPatrick,TE,,,65,13,31
8539,371,Seth Green,TE,,,66,14,31
8253,372,Deven Thompkins,WR,ATL,,153,31,31
10231,373,Elijah Higgins,TE,ARI,,67,14,32
3516,374,Mitch Mathews,WR,,,154,31,32
8092,375,Corey Taylor,RB,,,99,20,32
8255,376,Raheem Blackshear,RB,,,100,20,32
8407,377,T.J. Pledger,RB,,,101,21,32
6588,378,Tom Kennedy,WR,DET,,155,31,32
7424,379,Anthony Jones,RB,,,102,21,32
8226,380,Greg Bell,RB,,,103,21,32
8239,381,Ricky Person,RB,,,104,21,32
8218,382,Max Borghi,RB,,,105,21,32
8189,383,Trestan Ebner,RB,,,106,22,32
8179,384,Snoop Conner,RB,,,107,22,32
8153,385,Isaiah Spiller,RB,,,108,22,33
8595,386,Kyric McGowan,WR,,,156,32,33
8187,387,CJ Verdell,RB,,,109,22,33
8436,388,Neil Pau'u,WR,,,157,32,33
8435,389,Kwamie Lassiter,WR,,,158,32,33
3052,390,Kendrick Ings,WR,,,159,32,33
8523,391,Nick Muse,TE,,,68,14,33
8174,392,Kevin Harris,RB,,,110,22,33
6202,393,Jakob Johnson,FB,,,3,1,33
8439,394,Demetris Robertson,WR,,,160,32,33
8410,395,Jequez Ezzard,WR,,,161,33,33
8437,396,Thomas Hennigan,WR,,,162,33,33
8420,397,Jack Sorenson,WR,,,163,33,34
8250,398,Tay Martin,WR,,,164,33,34
8418,399,Jared Smart,WR,,,165,33,34
8416,400,Jalen Virgil,WR,BUF,,166,34,34
